site_code,measurement_datetime,reporting_organization,collecting_organization,dwr_source,usable_head,independence_class,rationale,count_as_distinct_sensor_record,do_not_duplicate_against_ocwd
338490N1179163W001,1971-09-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179163W001,1971-07-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179163W001,1971-07-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179163W001,1971-04-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179163W001,1971-04-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179163W001,1971-02-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179163W001,1971-02-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2003-08-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2003-07-02 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2003-06-03 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2003-05-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2003-04-16 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2003-03-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2003-02-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2003-01-13 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-12-11 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-10-28 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-10-02 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-09-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-08-08 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-07-09 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-06-03 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-05-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-04-02 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-03-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-02-05 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2002-01-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-12-13 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-10-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-10-03 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-09-05 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-08-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-07-09 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-06-12 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-05-08 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-04-11 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-03-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-02-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2001-01-17 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-12-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-11-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-10-17 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-09-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-08-08 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-07-10 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-06-05 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-05-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-04-06 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-03-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-02-01 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,2000-01-04 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-12-07 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-11-03 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-10-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-09-21 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-08-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-07-20 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-06-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-06-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-05-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-05-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-04-27 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-04-27 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-03-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-03-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-02-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-02-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-01-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1999-01-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-12-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-12-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-11-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-11-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-10-26 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-10-26 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-09-28 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-09-28 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-08-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-08-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-07-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-07-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-06-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-06-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-05-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-05-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-04-28 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-04-28 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-03-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-03-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-02-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-02-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-01-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1998-01-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-12-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-12-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-11-18 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-11-18 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-10-23 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-10-23 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-09-23 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-09-23 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-08-28 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-08-28 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-07-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-07-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-06-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-06-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-05-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-05-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-04-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-04-29 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-03-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-03-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-02-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-02-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-01-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1997-01-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-12-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-12-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-11-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-11-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-10-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-10-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-09-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-09-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-08-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-08-22 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-07-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-07-25 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-06-26 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-06-26 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-05-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-05-30 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-04-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,True,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-04-24 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
338490N1179166W001,1996-03-26 00:00:00,Department of Water Resources,Orange County Water District,DWR_DISCRETE,False,OCWD_ORIGIN_REPUBLISHED_BY_DWR,collector or reporter explicitly identifies OCWD,True,True
